0	0	64	3	1	-1
0	0	96	3	1	-1
0	0	128	3	1	-1
0	0	160	3	1	-1
0	0	192	3	1	-1
0	0	224	3	1	-1
0	0	256	3	1	-1
0	0	288	3	1	-1
0	0	320	3	1	-1
0	0	352	3	1	-1
0	0	384	3	1	-1
0	0	416	3	1	-1
0	32	64	3	1	-1
0	32	96	3	1	-1
0	32	128	3	1	-1
0	32	160	3	1	-1
0	32	192	3	1	-1
0	32	224	3	1	-1
0	32	256	3	1	-1
0	32	288	3	1	-1
0	32	320	3	1	-1
0	32	352	3	1	-1
0	32	384	3	1	-1
0	32	416	3	1	-1
0	64	64	3	1	-1
0	64	320	3	1	-1
0	96	64	3	1	-1
0	96	320	3	1	-1
0	128	384	3	1	-1
0	160	384	3	1	-1
0	192	256	3	1	-1
0	192	384	3	1	-1
0	224	256	3	1	-1
0	224	384	3	1	-1
0	256	256	3	1	-1
0	256	416	3	1	-1
0	288	256	3	1	-1
0	288	416	3	1	-1
0	320	256	3	1	-1
0	320	416	3	1	-1
0	352	256	3	1	-1
0	352	416	3	1	-1
0	384	416	3	1	-1
0	416	416	3	1	-1
0	448	416	3	1	-1
0	480	416	3	1	-1
0	512	64	3	1	-1
0	512	416	3	1	-1
0	544	64	3	1	-1
0	544	416	3	1	-1
0	576	64	3	1	-1
0	576	320	3	1	-1
0	576	416	3	1	-1
0	608	64	3	1	-1
0	608	320	3	1	-1
0	608	416	3	1	-1
0	640	64	3	1	-1
0	640	416	3	1	-1
0	672	64	3	1	-1
0	672	416	3	1	-1
0	704	64	3	1	-1
0	704	416	3	1	-1
0	736	64	3	1	-1
0	736	416	3	1	-1
0	768	64	3	1	-1
0	768	416	3	1	-1
0	800	64	3	1	-1
0	800	416	3	1	-1
0	832	64	3	1	-1
0	832	320	3	1	-1
0	832	416	3	1	-1
0	864	64	3	1	-1
0	864	320	3	1	-1
0	864	416	3	1	-1
0	896	64	3	1	-1
0	928	64	3	1	-1
0	960	64	3	1	-1
0	992	64	3	1	-1
0	1024	64	3	1	-1
0	1056	64	3	1	-1
0	1088	64	3	1	-1
0	1120	64	3	1	-1
0	1152	64	3	1	-1
0	1184	64	3	1	-1
0	1216	64	3	1	-1
0	1248	64	3	1	-1
0	1280	64	3	1	-1
0	1312	64	3	1	-1
0	896	416	3	1	-1
0	928	416	3	1	-1
0	960	416	3	1	-1
0	992	416	3	1	-1
0	1024	416	3	1	-1
0	1056	416	3	1	-1
0	1088	416	3	1	-1
0	1120	416	3	1	-1
0	1152	416	3	1	-1
0	1184	416	3	1	-1
0	1216	416	3	1	-1
0	1248	416	3	1	-1
0	1280	416	3	1	-1
0	1312	416	3	1	-1
0	1344	64	3	1	-1
0	1344	384	3	1	-1
0	1344	416	3	1	-1
0	1376	64	3	1	-1
0	1376	384	3	1	-1
0	1376	416	3	1	-1
0	1408	384	3	1	-1
0	1408	416	3	1	-1
0	1440	384	3	1	-1
0	1440	416	3	1	-1
0	1472	384	3	1	-1
0	1472	416	3	1	-1
0	1472	256	3	1	-1
0	1504	256	3	1	-1
0	1504	384	3	1	-1
0	1504	416	3	1	-1
6	1344	352	2	1	-1
