0	0	64	2	1	-1
0	0	96	2	1	-1
0	0	128	2	1	-1
0	0	160	2	1	-1
0	0	192	2	1	-1
0	0	224	2	1	-1
0	0	256	2	1	-1
0	0	288	2	1	-1
0	0	320	2	1	-1
0	0	352	2	1	-1
0	0	384	2	1	-1
0	0	416	2	1	-1
0	32	64	2	1	-1
0	32	96	2	1	-1
0	32	128	2	1	-1
0	32	160	2	1	-1
0	32	192	2	1	-1
0	32	224	2	1	-1
0	32	256	2	1	-1
0	32	288	2	1	-1
0	32	320	2	1	-1
0	32	352	2	1	-1
0	32	384	2	1	-1
0	32	416	2	1	-1
0	64	384	2	1	-1
0	64	416	2	1	-1
0	96	384	2	1	-1
0	96	416	2	1	-1
0	160	384	2	1	-1
0	256	256	2	1	-1
0	256	288	2	1	-1
0	288	256	2	1	-1
0	288	288	2	1	-1
0	320	384	2	1	-1
0	352	384	2	1	-1
0	384	384	2	1	-1
0	416	384	2	1	-1
0	448	384	2	1	-1
0	480	384	2	1	-1
0	512	384	2	1	-1
0	544	384	2	1	-1
0	576	384	2	1	-1
0	608	384	2	1	-1
0	448	256	2	1	-1
0	480	256	2	1	-1
0	704	384	2	1	-1
0	736	384	2	1	-1
0	832	320	2	1	-1
0	864	320	2	1	-1
0	896	384	2	1	-1
0	928	384	2	1	-1
0	960	288	2	1	-1
0	992	288	2	1	-1
0	960	416	2	1	-1
0	992	416	2	1	-1
0	1024	416	2	1	-1
0	1056	416	2	1	-1
0	1088	256	2	1	-1
0	1120	256	2	1	-1
0	1216	384	2	1	-1
0	1248	384	2	1	-1
0	1280	384	2	1	-1
0	1312	384	2	1	-1
0	1344	352	2	1	-1
0	1376	352	2	1	-1
0	1408	288	2	1	-1
0	1440	288	2	1	-1
0	1472	64	2	1	-1
0	1472	96	2	1	-1
0	1472	128	2	1	-1
0	1472	160	2	1	-1
0	1472	192	2	1	-1
0	1472	320	2	1	-1
0	1472	352	2	1	-1
0	1472	384	2	1	-1
0	1472	416	2	1	-1
0	1504	64	2	1	-1
0	1504	96	2	1	-1
0	1504	128	2	1	-1
0	1504	160	2	1	-1
0	1504	192	2	1	-1
0	1504	320	2	1	-1
0	1504	352	2	1	-1
0	1504	384	2	1	-1
0	1504	416	2	1	-1
					
2	160	416	1	1	-1
2	128	384	1	1	-1
2	128	352	0	1	-1
2	160	320	0	1	-1
2	192	288	0	1	-1
2	224	256	0	1	-1
2	768	352	0	1	-1
2	800	320	0	1	-1
2	896	224	0	1	-1
2	928	192	0	1	-1
2	1152	256	1	1	-1
2	1184	288	1	1	-1
2	1216	320	1	1	-1
2	1248	352	1	1	-1
